,fip-year,WA,BA,IA,AA,NA,TOM,NH,H
3673,18079-2020,26694,244,103,101,20,402,26786,778
3674,18079-2021,26539,251,102,101,24,392,26572,837
3677,18081-2019,144230,4052,496,6422,129,3003,152428,5904
3678,18081-2020,146644,4546,498,7220,137,3135,155934,6246
3679,18081-2021,146914,5224,551,8148,154,3307,157796,6502
3682,18083-2019,34521,1065,130,350,20,517,35732,871
3683,18083-2020,34121,1085,133,344,19,542,35307,937
3684,18083-2021,33785,1094,138,356,21,562,34995,961
3687,18085-2019,75555,927,409,1398,45,1104,72941,6497
3688,18085-2020,76177,927,406,1400,52,1088,73321,6729
3689,18085-2021,76269,934,390,1289,53,1171,73196,6910
3692,18087-2019,38966,211,114,166,10,304,38110,1661
3693,18087-2020,39632,233,123,180,11,336,38738,1777
3694,18087-2021,39637,241,134,168,12,332,38729,1795
3697,18089-2019,345618,119642,2699,8146,323,9816,390511,95733
3698,18089-2020,354592,122055,2821,8449,334,10346,398497,100100
3699,18089-2021,353999,122185,2864,8595,338,10577,397039,101519
3702,18091-2019,93175,12806,534,719,31,2779,102338,7706
3703,18091-2020,94844,13161,536,725,31,2925,104199,8023
3704,18091-2021,94919,13144,558,746,31,2992,104132,8258
3707,18093-2019,44111,226,203,296,13,570,44638,781
3708,18093-2020,43642,257,200,296,14,613,44232,790
3709,18093-2021,43604,277,209,300,18,662,44252,818
3712,18095-2019,114254,11072,535,793,76,2686,123760,5656
3713,18095-2020,114777,11050,563,794,84,2797,124152,5913
3714,18095-2021,115207,11238,597,818,83,2839,124502,6280
3717,18097-2019,609315,282664,4473,37165,613,29599,859883,103946
3718,18097-2020,614207,287036,4675,39422,560,30870,868595,108175
3719,18097-2021,606374,287669,4682,40336,538,31503,860942,110160
3722,18099-2019,44586,385,168,313,36,709,41362,4835
3723,18099-2020,44401,374,171,307,40,725,41090,4928
3724,18099-2021,44470,383,184,310,44,730,41150,4971
3727,18101-2019,9954,34,38,48,1,104,10059,120
3728,18101-2020,9576,25,32,50,4,99,9660,126
3729,18101-2021,9539,49,37,51,2,102,9638,142
3732,18103-2019,32397,1781,346,177,17,770,34214,1274
3733,18103-2020,32784,1812,342,167,15,804,34615,1309
3734,18103-2021,32871,1888,342,167,16,797,34697,1384
3737,18105-2019,127685,5487,480,10367,108,4051,142890,5288
3738,18105-2020,120091,5284,472,9665,113,3892,134343,5174
3739,18105-2021,120308,5417,477,9603,118,3952,134492,5383
3742,18107-2019,36816,435,156,336,16,516,36373,1902
3743,18107-2020,36425,459,155,356,15,522,35984,1948
3744,18107-2021,36491,489,162,355,15,551,36067,1996
3747,18109-2019,68370,393,259,496,26,859,69162,1241
3748,18109-2020,69689,430,259,525,35,864,70533,1269
3749,18109-2021,69979,524,274,533,40,856,70819,1387
3752,18111-2019,13502,140,74,69,19,168,12980,992
3753,18111-2020,13296,159,74,69,17,181,12792,1004
3754,18111-2021,13289,171,69,75,19,185,12748,1060
3757,18113-2019,46326,498,213,250,28,592,42797,5110
3758,18113-2020,45761,514,226,257,33,588,42360,5019
3759,18113-2021,45523,549,229,237,34,655,42194,5033
3762,18115-2019,5766,39,17,21,1,64,5807,101
3763,18115-2020,5771,45,19,17,1,77,5812,118
3764,18115-2021,5811,50,16,18,1,82,5861,117
3767,18117-2019,18914,312,85,87,4,255,19301,356
3768,18117-2020,19064,322,88,94,4,267,19477,362
3769,18117-2021,19036,329,92,89,4,280,19468,362
3772,18119-2019,20290,108,87,119,1,276,20599,282
3773,18119-2020,20686,113,88,120,1,290,21022,276
3774,18119-2021,20801,137,94,126,1,287,21137,309
3777,18121-2019,16186,436,89,33,4,145,16618,275
3778,18121-2020,15451,429,88,32,4,150,15900,254
3779,18121-2021,15653,463,91,35,4,161,16128,279
3782,18123-2019,18224,563,59,133,11,194,18906,278
3783,18123-2020,18172,564,58,145,10,201,18860,290
3784,18123-2021,18274,614,62,136,10,220,19022,294
3787,18125-2019,12071,89,51,64,8,100,12186,197
3788,18125-2020,11891,96,49,61,8,128,12040,193
3789,18125-2021,11793,98,47,65,9,132,11944,200
3792,18127-2019,156819,7601,645,2509,65,2960,152745,17854
3793,18127-2020,158987,7864,653,2574,65,3113,154720,18536
3794,18127-2021,159209,8425,661,2623,69,3256,155040,19203
3797,18129-2019,24598,276,75,146,6,307,25088,320
3798,18129-2020,24332,273,77,148,6,325,24841,320
3799,18129-2021,24264,292,76,154,6,324,24779,337
3802,18131-2019,11957,115,57,88,3,159,11992,387
3803,18131-2020,12057,115,54,92,3,167,12054,434
3804,18131-2021,11892,121,58,97,3,168,11903,436
3807,18133-2019,34908,1447,145,491,16,559,36783,783
3808,18133-2020,34091,1385,140,469,17,564,35898,768
3809,18133-2021,34303,1463,141,459,19,594,36205,774
3812,18135-2019,23792,191,112,94,18,326,23585,948
3813,18135-2020,23617,196,114,97,18,333,23428,947
3814,18135-2021,23582,202,113,103,18,369,23382,1005
3817,18137-2019,27670,134,103,226,3,329,27947,518
3818,18137-2020,28155,136,105,230,5,349,28446,534
3819,18137-2021,28235,151,104,226,5,360,28533,548
3822,18139-2019,16091,164,71,63,6,210,16310,295
3823,18139-2020,16226,168,68,66,6,210,16443,301
3824,18139-2021,16140,169,68,69,7,219,16350,322
3827,18141-2019,216261,37776,1513,7163,255,8727,246788,24907
3828,18141-2020,216502,37749,1536,7419,251,9092,246897,25652
3829,18141-2021,215869,37686,1577,7555,242,9283,245649,26563
3832,18143-2019,23176,126,85,223,21,224,23266,589
3833,18143-2020,23620,142,80,223,19,252,23708,628
3834,18143-2021,23583,166,80,224,19,283,23718,637
3837,18145-2019,42991,612,155,363,61,589,42744,2027
3838,18145-2020,43196,662,156,362,65,585,42812,2214
3839,18145-2021,43128,688,153,378,64,628,42701,2338
3842,18147-2019,19712,191,72,67,1,230,19661,612
3843,18147-2020,19245,196,72,68,1,238,19202,618
3844,18147-2021,19220,191,71,69,1,246,19152,646
3847,18149-2019,22465,94,113,60,0,279,22055,956
3848,18149-2020,22763,111,127,66,0,289,22339,1017
3849,18149-2021,22742,144,120,65,0,301,22336,1036
3852,18151-2019,33659,315,129,242,20,394,33408,1351
3853,18151-2020,33324,314,133,244,16,409,33075,1365
3854,18151-2021,33465,326,135,251,14,441,33205,1427
3857,18153-2019,19183,1013,69,52,2,282,20239,362
3858,18153-2020,19332,1028,78,55,1,309,20437,366
3859,18153-2021,19236,1094,77,58,2,291,20367,391
3862,18155-2019,10482,142,34,36,5,116,10611,204
3863,18155-2020,9423,119,34,39,5,104,9533,191
3864,18155-2021,9474,125,38,38,9,106,9600,190
3867,18157-2019,161445,11587,756,16556,106,4431,177997,16884
3868,18157-2020,154252,11411,747,15347,116,4374,169652,16595
3869,18157-2021,154486,11862,757,15318,117,4536,169930,17146
3872,18159-2019,14653,119,52,127,5,177,14656,477
3873,18159-2020,14890,108,49,132,5,181,14903,462
3874,18159-2021,14860,121,50,137,5,199,14892,480
3877,18161-2019,6905,68,20,29,3,110,6973,162
3878,18161-2020,6850,72,21,30,5,112,6915,175
3879,18161-2021,6784,88,21,30,5,119,6883,164
3882,18163-2019,154838,18092,557,2596,390,5088,176370,5191
3883,18163-2020,153168,18115,537,2592,459,5287,174764,5394
3884,18163-2021,152680,18232,564,2604,482,5425,174369,5618
3887,18165-2019,15087,84,54,44,6,218,15288,205
3888,18165-2020,14969,101,53,48,6,211,15163,225
3889,18165-2021,14899,97,59,47,6,233,15101,240
3892,18167-2019,93616,7948,430,2253,58,2653,103930,3028
3893,18167-2020,92852,7812,417,2261,57,2608,102935,3072
3894,18167-2021,92684,7782,443,2286,63,2736,102858,3136
3897,18169-2019,29962,261,234,187,8,376,30179,849
3898,18169-2020,29807,295,220,188,8,370,30016,872
3899,18169-2021,29658,330,234,190,8,396,29917,899
3902,18171-2019,8049,34,26,49,6,98,8081,181
3903,18171-2020,8186,39,34,45,5,104,8216,197
3904,18171-2021,8241,39,35,45,5,110,8253,222
3907,18173-2019,58837,1115,193,1659,39,1008,61614,1237
3908,18173-2020,59731,1180,187,1770,37,1061,62644,1322
3909,18173-2021,60039,1302,200,1813,36,1124,63053,1461
3912,18175-2019,27449,146,78,82,4,304,27691,372
3913,18175-2020,27603,168,80,78,4,287,27841,379
3914,18175-2021,27438,182,79,82,4,317,27711,391
3917,18177-2019,59545,3332,250,712,55,2049,63795,2148
3918,18177-2020,59924,3366,267,734,55,2109,64239,2216
3919,18177-2021,59829,3388,277,745,58,2159,64180,2276
3922,18179-2019,27242,244,79,184,12,370,27246,885
3923,18179-2020,27278,274,77,174,9,367,27251,928
3924,18179-2021,27275,283,87,184,9,359,27209,988
3927,18181-2019,23323,250,173,129,13,309,22052,2145
3928,18181-2020,23733,283,173,123,13,311,22429,2207
3929,18181-2021,23705,300,170,129,14,333,22412,2239
3932,18183-2019,32917,165,132,185,14,455,33126,742
3933,18183-2020,33319,191,132,182,12,480,33518,798
3934,18183-2021,33337,220,141,186,13,533,33562,868
3937,19001-2019,6914,40,19,38,3,88,6923,179
3938,19001-2020,7260,57,20,37,3,100,7281,196
3939,19001-2021,7318,64,24,37,3,95,7316,225
3942,19003-2019,3512,18,17,22,1,32,3548,54
3943,19003-2020,3593,25,19,24,1,35,3637,60
3944,19003-2021,3529,28,20,27,1,36,3581,60
3947,19005-2019,13143,224,100,63,38,103,12690,981
3948,19005-2020,13487,258,96,68,41,117,12987,1080
3949,19005-2021,13331,263,95,81,43,113,12851,1075
3952,19007-2019,12072,113,43,97,8,192,12246,279
3953,19007-2020,11814,108,47,108,8,197,11985,297
3954,19007-2021,11779,107,55,105,8,203,11942,315
3957,19009-2019,5357,32,13,39,1,49,5384,107
3958,19009-2020,5526,45,13,35,2,50,5537,134
3959,19009-2021,5478,42,18,42,2,53,5503,132
3962,19011-2019,24877,182,75,105,14,291,25147,397
3963,19011-2020,24801,215,90,122,15,293,25081,455
3964,19011-2021,24927,206,94,129,11,324,25232,459
3967,19013-2019,110332,12833,528,3489,508,3399,124976,6113
3968,19013-2020,110009,12804,547,3504,600,3516,124754,6226
3969,19013-2021,109180,12769,538,3543,682,3656,124033,6335
3972,19015-2019,25433,312,137,131,9,316,25634,704
3973,19015-2020,25740,322,148,142,10,329,25924,767
3974,19015-2021,25742,335,141,154,10,341,25944,779
3977,19017-2019,24191,332,43,297,6,301,24765,405
3978,19017-2020,23944,344,47,319,6,314,24496,478
3979,19017-2021,24018,355,56,318,5,329,24613,468
3982,19019-2019,20604,124,50,125,5,240,20774,374
3983,19019-2020,20009,133,48,141,4,251,20215,371
3984,19019-2021,20062,154,49,147,6,239,20274,383
3987,19021-2019,16176,672,114,2097,353,278,14499,5191
3988,19021-2020,16845,764,142,2301,428,296,15124,5652
3989,19021-2021,16689,826,153,2287,500,316,15068,5703
3992,19023-2019,14059,48,26,129,4,138,14197,207
3993,19023-2020,13936,49,29,143,5,149,14077,234
3994,19023-2021,13935,57,27,147,6,160,14081,251
3997,19025-2019,9197,233,44,33,0,109,9412,204
3998,19025-2020,9449,245,47,36,0,109,9685,201
3999,19025-2021,9435,272,51,39,0,118,9680,235
4002,19027-2019,19481,272,57,105,4,199,19550,568
4003,19027-2020,20013,290,69,116,4,210,20058,644
4004,19027-2021,20021,282,75,108,8,198,19980,712
4007,19029-2019,12469,59,60,61,57,116,12435,387
4008,19029-2020,12708,62,66,59,88,121,12694,410
4009,19029-2021,12584,69,67,64,129,137,12615,435
4012,19031-2019,18016,119,45,105,12,244,18118,423
4013,19031-2020,17903,166,46,110,13,257,18046,449
4014,19031-2021,17772,179,54,111,13,281,17944,466
4017,19033-2019,40037,886,161,499,71,823,40313,2164
4018,19033-2020,40424,922,159,524,88,848,40652,2313
4019,19033-2021,40133,929,156,519,105,864,40281,2425
4022,19035-2019,10843,126,51,81,21,109,10762,469
4023,19035-2020,11226,141,51,81,21,112,11064,568
4024,19035-2021,11067,152,55,88,29,112,10936,567
4027,19037-2019,11689,88,17,46,3,100,11577,366
4028,19037-2020,11702,105,16,44,3,100,11580,390
4029,19037-2021,11620,100,19,42,4,102,11489,398
4032,19039-2019,8940,111,99,80,18,134,7892,1490
4033,19039-2020,9244,113,106,92,27,144,8110,1616
4034,19039-2021,9273,124,109,112,34,133,8137,1648
4037,19041-2019,15562,139,58,127,2,206,15436,658
4038,19041-2020,15768,136,73,130,1,225,15659,674
4039,19041-2021,15828,154,73,143,5,237,15724,716
4042,19043-2019,17081,142,41,46,16,171,17134,363
4043,19043-2020,16553,158,40,45,17,183,16634,362
4044,19043-2021,16518,173,47,44,17,199,16629,369
4047,19045-2019,43596,1398,169,338,19,1039,45039,1520
4048,19045-2020,43363,1398,189,335,30,1103,44838,1580
4049,19045-2021,43301,1464,195,334,30,1139,44800,1663
4052,19047-2019,15395,612,233,451,44,168,11992,4911
4053,19047-2020,14945,596,244,452,51,165,11506,4947
4054,19047-2021,14681,584,246,458,58,166,11266,4927
4057,19049-2019,84305,2502,320,4835,68,1601,87774,5857
4058,19049-2020,90175,2909,354,5263,79,1706,94060,6426
4059,19049-2021,92522,3385,387,5536,101,1865,97019,6777
4062,19051-2019,8840,21,24,40,0,81,8856,150
4063,19051-2020,8926,25,33,39,0,86,8953,156
4064,19051-2021,8947,25,36,39,0,91,8978,160
4067,19053-2019,7451,160,39,67,18,117,7595,257
4068,19053-2020,7185,174,44,73,16,118,7348,262
4069,19053-2021,7217,179,45,76,16,126,7398,261
4072,19055-2019,16659,152,32,61,6,147,16791,266
4073,19055-2020,17067,156,31,62,6,136,17174,284
4074,19055-2021,17087,157,30,69,6,161,17215,295
4077,19057-2019,34848,2448,149,428,22,1156,37696,1355
4078,19057-2020,34544,2479,154,430,22,1202,37428,1403
4079,19057-2021,34261,2461,145,429,24,1171,37045,1446
4082,19059-2019,16779,102,43,155,7,204,16899,391
4083,19059-2020,17166,127,48,167,7,232,17299,448
4084,19059-2021,17267,122,43,170,7,242,17331,520
4087,19061-2019,89993,3595,292,1260,589,1703,94821,2611
4088,19061-2020,91361,3798,299,1337,665,1769,96404,2825
4089,19061-2021,90799,3781,299,1333,705,1801,95885,2833
4092,19063-2019,8672,129,146,63,8,206,8332,892
4093,19063-2020,8783,118,163,61,8,199,8385,947
4094,19063-2021,8760,124,163,65,9,200,8360,961
4097,19065-2019,18709,300,62,208,8,288,19033,542
4098,19065-2020,18552,293,64,208,18,264,18812,587
4099,19065-2021,18379,303,64,211,22,279,18674,584
4102,19067-2019,14689,438,54,253,14,207,15035,620
4103,19067-2020,14585,403,65,250,12,237,14875,677
4104,19067-2021,14460,394,65,242,13,239,14735,678
4107,19069-2019,9677,124,78,60,12,131,8742,1340
4108,19069-2020,9567,125,83,65,13,130,8633,1350
4109,19069-2021,9505,141,89,67,15,135,8590,1362
4112,19071-2019,6723,56,19,27,2,90,6706,211
4113,19071-2020,6335,56,22,27,2,118,6347,213
4114,19071-2021,6337,66,29,27,2,106,6357,210
4117,19073-2019,8616,48,52,51,4,110,8608,273
4118,19073-2020,8461,65,53,57,3,107,8481,265
4119,19073-2021,8428,62,52,57,3,115,8432,285
4122,19075-2019,11970,74,19,45,8,111,12057,170
4123,19075-2020,12021,92,21,44,7,127,12110,202
4124,19075-2021,12064,84,22,46,7,124,12145,202
4127,19077-2019,10455,69,45,36,8,128,10438,303
4128,19077-2020,10313,74,45,38,7,135,10309,303
4129,19077-2021,10257,85,46,38,7,134,10263,304
4132,19079-2019,13945,192,77,346,1,236,13872,925
4133,19079-2020,14118,210,83,368,1,240,14012,1008
4134,19079-2021,13973,198,90,364,1,261,13827,1060
4137,19081-2019,10346,108,35,54,9,112,10123,541
4138,19081-2020,10445,106,36,65,5,100,10190,567
4139,19081-2021,10354,96,37,61,11,104,10096,567
4142,19083-2019,16098,245,77,167,12,210,16023,786
4143,19083-2020,16093,268,81,172,11,196,16038,783
4144,19083-2021,15956,273,85,172,15,207,15928,780
4147,19085-2019,13670,62,53,56,1,192,13756,278
4148,19085-2020,14183,68,54,54,1,186,14246,300
4149,19085-2021,14280,84,54,55,0,196,14337,332
4152,19087-2019,18341,535,87,497,39,336,18825,1010
4153,19087-2020,18847,581,84,512,30,358,19342,1070
4154,19087-2021,18823,592,88,494,28,362,19280,1107
4157,19089-2019,8918,58,27,38,6,99,8987,159
4158,19089-2020,9221,70,46,40,6,104,9310,177
4159,19089-2021,9191,81,41,49,7,109,9290,188
4162,19091-2019,9207,81,35,46,3,127,9058,441
4163,19091-2020,9286,92,34,51,3,129,9124,471
4164,19091-2021,9312,98,38,58,7,121,9126,508
4167,19093-2019,6644,34,20,42,5,77,6605,217
4168,19093-2020,6811,39,26,39,5,87,6743,264
4169,19093-2021,6750,41,27,46,5,87,6679,277
4172,19095-2019,15685,120,48,89,6,198,15636,510
4173,19095-2020,16194,128,46,95,6,210,16144,535
4174,19095-2021,16102,122,53,88,6,197,16027,541
4177,19097-2019,18694,135,67,95,130,254,19060,315
4178,19097-2020,18733,169,70,99,131,235,19124,313
4179,19097-2021,18651,169,71,91,142,244,19017,351
4182,19099-2019,35423,872,165,246,23,442,36204,967
4183,19099-2020,35997,898,180,251,22,454,36684,1118
4184,19099-2021,35922,912,183,262,23,462,36619,1145
4187,19101-2019,15228,430,59,2107,6,350,17586,594
4188,19101-2020,13097,391,58,1755,6,352,15086,573
4189,19101-2021,13177,373,60,1668,7,362,15065,582
4192,19103-2019,125867,12130,536,9955,82,3910,143617,8863
4193,19103-2020,125995,12398,572,9952,100,3967,143903,9081
4194,19103-2021,127364,12736,586,9885,106,4071,145387,9361
4197,19105-2019,19715,537,87,123,8,164,20195,439
4198,19105-2020,19721,517,92,128,8,181,20186,461
4199,19105-2021,19828,544,99,126,8,200,20316,489
4202,19107-2019,9961,69,29,34,0,99,9983,209
4203,19107-2020,9756,71,35,33,0,100,9760,235
4204,19107-2021,9643,82,35,33,0,121,9680,234
4207,19109-2019,14277,168,59,87,12,166,14255,514
4208,19109-2020,14291,153,77,90,18,157,14168,618
4209,19109-2021,14020,151,82,90,19,167,13865,664
4212,19111-2019,31538,1060,98,215,27,703,32413,1228
4213,19111-2020,31391,1041,104,224,27,725,32240,1272
4214,19111-2021,31036,1060,118,231,29,741,31959,1256
4217,19113-2019,199678,14130,633,5930,338,6532,219342,7899
4218,19113-2020,201672,14688,625,6053,394,6831,222020,8243
4219,19113-2021,200120,14773,605,6051,449,6941,220491,8448
4222,19115-2019,10286,133,66,408,15,151,9268,1791
4223,19115-2020,10015,147,70,397,19,158,9044,1762
4224,19115-2021,9979,154,70,377,19,150,9004,1745
4227,19117-2019,8347,50,37,35,4,88,8358,203
4228,19117-2020,8400,45,34,36,4,96,8399,216
4229,19117-2021,8471,54,43,36,4,102,8468,242
4232,19119-2019,11502,48,58,41,18,139,11469,337
4233,19119-2020,11597,48,60,47,23,142,11546,371
4234,19119-2021,11653,54,78,47,33,146,11626,385
4237,19121-2019,15759,104,62,134,4,210,15904,369
4238,19121-2020,16082,109,71,146,4,214,16225,401
4239,19121-2021,16209,114,72,152,5,221,16341,432
4242,19123-2019,21163,488,97,404,9,268,21894,535
4243,19123-2020,20846,500,101,412,9,280,21598,550
4244,19123-2021,20706,460,96,414,12,296,21438,546
4247,19125-2019,31985,292,77,476,14,436,32592,688
4248,19125-2020,32023,312,84,482,19,457,32646,731
4249,19125-2021,32035,305,83,470,14,473,32601,779
4252,19127-2019,35978,906,336,1450,75,727,30248,9224
4253,19127-2020,36486,907,340,1509,79,738,30325,9734
4254,19127-2021,36073,996,381,1555,75,773,29916,9937
4257,19129-2019,14656,109,107,62,13,177,14603,521
4258,19129-2020,13955,112,102,60,12,164,13881,524
4259,19129-2021,13969,114,105,60,13,204,13923,542
4262,19131-2019,10355,59,24,45,5,77,10386,179
4263,19131-2020,10358,62,25,51,5,81,10392,190
4264,19131-2021,10318,66,26,56,5,84,10349,206
4267,19133-2019,8297,60,126,24,17,102,8428,198
4268,19133-2020,8392,52,155,27,5,111,8531,211
4269,19133-2021,8203,61,169,25,5,111,8383,191
4272,19135-2019,7470,62,16,31,1,101,7495,186
4273,19135-2020,7358,72,18,32,1,101,7404,178
4274,19135-2021,7371,77,19,33,1,109,7416,194
4277,19137-2019,9624,58,58,38,8,131,9493,424
4278,19137-2020,10019,62,65,39,8,142,9905,430
4279,19137-2021,9997,77,61,43,8,136,9876,446
4282,19139-2019,39728,1299,297,505,82,660,34745,7826
4283,19139-2020,40231,1369,297,479,76,661,35091,8022
4284,19139-2021,39813,1357,302,452,82,682,34672,8016
4287,19141-2019,13283,206,54,105,3,145,13063,733
4288,19141-2020,13624,211,55,111,6,147,13345,809
4289,19141-2021,13451,222,63,108,8,163,13180,835
4292,19143-2019,5718,61,38,53,11,80,5447,514
4293,19143-2020,5941,56,38,54,17,83,5644,545
4294,19143-2021,5882,66,41,49,35,86,5573,586
4297,19145-2019,14167,433,112,163,12,242,14555,574
4298,19145-2020,14198,439,115,160,15,253,14577,603
