,fip-year,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
13984,49051-2021,36173,1.05551767246278,18575,17598,35.8,2276,5641,14312,8572,4663
13987,49053-2019,177938,0.984719030941174,88284,89654,38.4,11404,23195,65333,35998,39349
13988,49053-2020,181924,0.9930105936613316,90643,91281,38.8,11230,23578,66766,37230,40238
13989,49053-2021,191226,0.9949298948422634,95370,95856,39.0,11417,24224,71086,39232,42202
13992,49055-2019,2703,1.0430839002267571,1380,1323,43.3,157,312,894,689,611
13993,49055-2020,2497,1.0400326797385622,1273,1224,43.2,148,287,833,637,563
13994,49055-2021,2558,1.0595813204508857,1316,1242,43.3,153,289,858,641,587
13997,49057-2019,259680,1.0131168891576352,130686,128994,33.1,19259,36862,113272,55356,30941
13998,49057-2020,262828,1.02568054998921,133080,129748,33.3,18807,37279,114572,56607,31316
13999,49057-2021,267066,1.027943778332941,135373,131693,33.5,18313,37296,117105,57621,32373
14002,50001-2019,36994,0.9983794295592048,18482,18512,43.9,1554,3012,14009,10298,7754
14003,50001-2020,37292,1.0084015510555795,18724,18568,43.9,1519,3068,14145,10295,7900
14004,50001-2021,37260,1.00257981296356,18654,18606,44.2,1498,2983,14120,10128,8163
14007,50003-2019,35532,0.9432321575061526,17247,18285,47.1,1618,3329,11657,10226,8282
14008,50003-2020,37271,0.9652517795939888,18306,18965,47.0,1640,3565,12285,10681,8649
14009,50003-2021,37312,0.9666877503689648,18340,18972,47.0,1624,3511,12384,10510,8842
14012,50005-2019,29860,0.9943895271172856,14888,14972,45.3,1399,2794,10278,8530,6486
14013,50005-2020,30184,1.0085174341229703,15156,15028,45.1,1386,2848,10453,8570,6563
14014,50005-2021,30403,1.0071961444510464,15256,15147,44.9,1353,2864,10663,8451,6711
14017,50007-2019,163918,0.9621263810584024,80377,83541,36.7,7387,14482,74221,40589,25508
14018,50007-2020,168289,0.9716361080194482,82934,85355,36.8,7468,14953,76478,41254,26298
14019,50007-2021,168865,0.9684906276228668,83081,85784,37.0,7237,14807,77156,40541,27292
14022,50009-2019,6145,1.0029335071707952,3077,3068,51.8,269,531,1655,2003,1628
14023,50009-2020,5910,1.0108880571623,2971,2939,51.8,244,520,1614,1875,1597
14024,50009-2021,5925,1.0235655737704918,2997,2928,51.6,230,525,1661,1847,1604
14027,50011-2019,49384,0.9832931726907632,24484,24900,41.0,2867,5490,18078,14124,8198
14028,50011-2020,49996,1.0015212778734135,25017,24979,41.0,2879,5640,18311,14195,8325
14029,50011-2021,50325,1.004980079681275,25225,25100,41.0,2795,5634,18651,13991,8619
14032,50013-2019,7208,1.039615166949632,3674,3534,48.2,328,643,2316,2307,1534
14033,50013-2020,7278,1.0512965050732808,3730,3548,48.9,311,648,2307,2357,1581
14034,50013-2021,7421,1.043789589644726,3790,3631,48.6,310,653,2381,2348,1662
14037,50015-2019,25420,1.0048899755501222,12741,12679,41.4,1288,2713,9617,7003,4511
14038,50015-2020,25914,1.0132069608452454,13042,12872,41.6,1248,2767,9823,7135,4623
14039,50015-2021,26126,1.0087651852990926,13120,13006,41.6,1235,2728,9979,7093,4767
14042,50017-2019,28809,1.0059183957666062,14447,14362,46.5,1344,2649,9628,8624,6284
14043,50017-2020,29259,1.0142503097893432,14733,14526,46.4,1324,2768,9786,8616,6459
14044,50017-2021,29541,1.0082256968048946,14831,14710,46.2,1277,2758,9995,8516,6653
14047,50019-2019,26934,0.9986642920747996,13458,13476,45.7,1304,2688,8952,7522,6172
14048,50019-2020,27355,1.013025241003753,13766,13589,45.5,1332,2747,9111,7551,6281
14049,50019-2021,27546,1.011097320581149,13849,13697,45.5,1318,2719,9260,7421,6497
14052,50021-2019,58125,0.9821647797026326,28801,29324,47.1,2536,5173,19459,17139,13215
14053,50021-2020,60455,0.9948195076882466,30149,30306,47.0,2572,5428,20333,17575,13884
14054,50021-2021,60591,0.9927972372964972,30186,30405,46.9,2474,5393,20599,17164,14307
14057,50023-2019,58458,0.9895854604860118,29076,29382,43.6,2700,5405,21442,16468,11796
14058,50023-2020,59748,1.0005357262438894,29882,29866,43.5,2674,5560,22061,16673,12127
14059,50023-2021,59969,1.0012347326970568,30003,29966,43.5,2608,5425,22362,16440,12460
14062,50025-2019,42227,0.95794500857792,20660,21567,47.8,1843,3871,13758,12336,10025
14063,50025-2020,45844,0.9756087050204696,22639,23205,47.7,1953,4243,14928,13236,10983
14064,50025-2021,46090,0.978026694133299,22789,23301,47.7,1890,4205,15140,12978,11344
14067,50027-2019,55032,0.955928348023884,26896,28136,48.0,2381,5035,17702,16089,13232
14068,50027-2020,57700,0.9749452354874042,28484,29216,47.8,2447,5362,18635,16718,13887
14069,50027-2021,58196,0.9749550344453116,28729,29467,47.7,2400,5296,19008,16473,14337
14072,51001-2019,32325,0.9549440580586634,15790,16535,47.0,1773,3405,9909,8963,7894
14073,51001-2020,33348,0.9703397341211226,16423,16925,47.1,1799,3531,10222,9191,8193
14074,51001-2021,33246,0.9636170338432462,16315,16931,47.3,1743,3484,10213,9012,8382
14077,51003-2019,109843,0.91714809320185,52548,57295,39.4,5886,10945,43807,26934,21029
14078,51003-2020,112496,0.928712260188249,54169,58327,39.5,5809,11499,44930,27348,21646
14079,51003-2021,113535,0.9290629513210432,54680,58855,39.7,5683,11430,45550,27120,22416
14082,51005-2019,14898,0.955631399317406,7280,7618,48.7,658,1366,4574,4320,3803
14083,51005-2020,15161,0.9666623427163056,7452,7709,48.8,663,1407,4660,4404,3834
14084,51005-2021,14986,0.9556309539344904,7323,7663,49.1,634,1381,4659,4275,3869
14087,51007-2019,13058,0.974595493724482,6445,6613,45.0,705,1369,4300,3914,2608
14088,51007-2020,13246,0.99638281838734,6611,6635,45.3,679,1397,4345,4016,2647
14089,51007-2021,13268,0.995488043314784,6619,6649,45.2,692,1352,4395,3936,2726
14092,51009-2019,31678,0.9420058852378616,15366,16312,45.5,1670,3099,10539,9183,6823
14093,51009-2020,31262,0.9536307961504812,15260,16002,45.0,1602,3150,10508,8991,6645
14094,51009-2021,31273,0.9538298138198176,15267,16006,44.7,1589,3136,10619,8762,6781
14097,51011-2019,15902,0.9423476242823988,7715,8187,43.0,952,1649,5456,4323,3323
14098,51011-2020,16133,0.960982132004376,7906,8227,42.5,983,1722,5593,4312,3334
14099,51011-2021,16353,0.9553987803419826,7990,8363,42.3,1023,1773,5671,4299,3397
14102,51013-2019,238392,1.0050464271295922,119496,118896,35.0,13736,21202,121531,53233,26467
14103,51013-2020,238766,1.01359454194321,120189,118577,35.2,13166,21738,120983,54196,26440
14104,51013-2021,232965,1.0158261802575108,117397,115568,35.6,12025,21435,116433,53778,27006
14107,51015-2019,76120,1.028622444900461,38597,37523,45.4,3636,7216,25995,21841,16535
14108,51015-2020,77512,1.040165293606717,39519,37993,45.0,3637,7448,26770,22088,16657
14109,51015-2021,77563,1.0375390758399663,39496,38067,45.0,3359,7453,27052,21740,17032
14112,51017-2019,4169,1.024769305488101,2110,2059,51.6,178,313,1204,1288,1150
14113,51017-2020,4196,1.039863879436072,2139,2057,51.9,186,321,1196,1301,1162
14114,51017-2021,4114,1.057,2114,2000,52.6,195,317,1136,1250,1183
14117,51019-2019,79431,0.968550185873606,39081,40350,47.0,3720,7978,25188,24102,17480
14118,51019-2020,79504,0.9850194746829122,39452,40052,47.0,3632,8032,25287,24005,17559
14119,51019-2021,80131,0.9820668843375878,39703,40428,47.0,3586,8014,25705,23784,18040
14122,51021-2019,6292,1.2178357419809658,3455,2837,47.2,243,454,2151,1874,1496
14123,51021-2020,6247,1.235862562634216,3453,2794,47.5,225,462,2153,1853,1491
14124,51021-2021,6173,1.2463609898107717,3425,2748,48.0,218,446,2114,1837,1509
14127,51023-2019,33500,0.987422876127195,16644,16856,48.0,1496,3207,10329,10332,7722
14128,51023-2020,33614,0.9996430696014276,16804,16810,48.0,1452,3244,10467,10303,7731
14129,51023-2021,33866,0.9978762314907677,16915,16951,47.9,1416,3257,10741,10173,7878
14132,51025-2019,16176,1.1628559967910148,8697,7479,44.0,701,1286,6124,4415,3487
14133,51025-2020,15806,1.1762357152691725,8543,7263,44.2,655,1240,6013,4322,3424
14134,51025-2021,15940,1.19106529209622,8665,7275,44.0,652,1246,6107,4300,3479
14137,51027-2019,21031,1.021628376429876,10628,10403,47.6,869,1874,6839,6376,4844
14138,51027-2020,20216,1.034007445417044,10277,9939,47.6,830,1797,6571,6108,4677
14139,51027-2021,19816,1.0370065789473684,10088,9728,47.8,810,1734,6470,5890,4691
14142,51029-2019,17134,1.2272195502404784,9441,7693,43.5,761,1649,6332,4847,3385
14143,51029-2020,16820,1.2375947851536515,9303,7517,43.4,749,1631,6206,4734,3328
14144,51029-2021,16947,1.24940270772498,9413,7534,43.6,746,1602,6260,4749,3395
14147,51031-2019,55371,0.946461841318944,26924,28447,43.1,3055,5479,19729,15285,11212
14148,51031-2020,55638,0.9575680810639644,27216,28422,43.1,3045,5581,19765,15330,11273
14149,51031-2021,55492,0.957389770723104,27142,28350,43.2,2903,5565,19762,15114,11489
14152,51033-2019,30745,0.9797166773985834,15215,15530,40.0,1970,3628,11341,8260,5192
14153,51033-2020,30905,0.9901474660312964,15376,15529,39.9,1897,3662,11456,8289,5195
14154,51033-2021,31332,0.9905972045743328,15592,15740,39.9,1808,3711,11739,8348,5322
14157,51035-2019,30022,0.9821735111580616,14876,15146,48.8,1325,2726,9138,8862,7639
14158,51035-2020,29130,1.0004120313143798,14568,14562,49.0,1263,2685,8809,8663,7386
14159,51035-2021,29048,1.0038631346578366,14552,14496,49.4,1226,2617,8770,8628,7471
14162,51036-2019,6969,0.9537426408746846,3402,3567,51.8,272,510,2045,2294,1786
14163,51036-2020,6733,0.9532927183057732,3286,3447,52.1,252,487,1970,2224,1739
14164,51036-2021,6594,0.9590017825311944,3228,3366,52.7,235,464,1906,2192,1740
14167,51037-2019,11849,0.9830962343096236,5874,5975,46.2,684,1216,3728,3419,2646
14168,51037-2020,11506,0.9951447893185364,5739,5767,45.9,638,1236,3632,3330,2532
14169,51037-2021,11448,0.9878451119986108,5689,5759,45.7,610,1249,3651,3247,2563
14172,51041-2019,353376,0.9275720433978628,170049,183327,39.1,21401,42114,136146,94530,54282
14173,51041-2020,365566,0.9379953454098212,176935,188631,39.1,21833,44240,140920,96948,56402
14174,51041-2021,370688,0.9353740608667958,179155,191533,39.2,21601,44752,143806,96596,58505
14177,51043-2019,14576,0.9823201414388684,7223,7353,47.8,616,1439,4584,4604,3140
14178,51043-2020,14788,0.9911135047798572,7361,7427,47.8,609,1458,4661,4652,3197
14179,51043-2021,14881,0.9921017402945114,7411,7470,47.3,606,1479,4778,4534,3286
14182,51045-2019,5127,0.9964953271028038,2559,2568,48.9,215,434,1575,1613,1225
14183,51045-2020,4880,1.008230452674897,2450,2430,49.2,194,422,1492,1550,1164
14184,51045-2021,4865,1.0144927536231885,2450,2415,49.3,187,431,1503,1521,1168
14187,51047-2019,52722,0.992517006802721,26262,26460,39.3,3415,6676,19311,14049,8517
14188,51047-2020,52717,1.0030777414697165,26399,26318,39.3,3403,6683,19409,13991,8439
14189,51047-2021,53596,1.0056881969912432,26874,26722,39.4,3383,6819,19857,14016,8711
14192,51049-2019,9967,0.9315891472868216,4807,5160,46.2,523,984,3234,2855,2257
14193,51049-2020,9656,0.9401245730359654,4679,4977,46.2,496,952,3145,2774,2173
14194,51049-2021,9681,0.934652278177458,4677,5004,46.4,494,947,3165,2726,2241
14197,51051-2019,14295,1.0392296718972895,7285,7010,45.4,684,1463,4792,3947,3266
14198,51051-2020,14045,1.066656856974691,7249,6796,45.5,630,1435,4714,3867,3232
14199,51051-2021,13787,1.0620699970086749,7101,6686,45.7,597,1379,4635,3774,3239
14202,51053-2019,28804,0.9635967005249164,14135,14669,42.9,1569,2982,10193,8587,5130
14203,51053-2020,27900,0.978021978021978,13795,14105,43.0,1446,2963,9851,8288,5026
14204,51053-2021,27912,0.9799957437752712,13815,14097,43.1,1275,2994,9960,8249,5085
14207,51057-2019,10936,0.8774248927038627,5111,5825,47.7,525,947,3533,3171,2619
14208,51057-2020,10591,0.8936170212765957,4998,5593,48.0,495,928,3431,3115,2504
14209,51057-2021,10573,0.8988864942528736,5005,5568,48.3,499,908,3421,3085,2553
14212,51059-2019,1152359,0.985477106930809,571965,580394,38.4,73052,134975,460617,307412,160934
14213,51059-2020,1148472,0.998458269747111,573793,574679,38.6,70349,136183,458637,306984,160555
14214,51059-2021,1139720,0.9981661445029042,569337,570383,38.8,67544,133433,455486,302040,165344
14217,51061-2019,71297,0.977286593821066,35239,36058,41.6,4121,8321,25038,20788,12045
14218,51061-2020,72938,0.992242768566824,36327,36611,41.6,4120,8589,25683,21259,12245
14219,51061-2021,73815,0.9959710129252068,36833,36982,41.4,4067,8776,26315,21037,12621
14222,51063-2019,15796,1.008646998982706,7932,7864,47.5,753,1552,4937,4660,3702
14223,51063-2020,15474,1.0137948984903695,7790,7684,47.8,737,1489,4797,4596,3666
14224,51063-2021,15566,1.009293920227185,7819,7747,48.0,731,1478,4805,4591,3782
14227,51065-2019,27266,0.8486677062851719,12517,14749,43.5,1390,2649,9746,7530,5600
14228,51065-2020,27280,0.8579309405434856,12597,14683,43.4,1362,2688,9779,7546,5559
14229,51065-2021,27723,0.8593561368209256,12813,14910,43.5,1336,2662,10042,7603,5742
14232,51067-2019,56185,0.9671930254542908,27624,28561,48.3,2610,5417,17294,16614,13614
14233,51067-2020,54469,0.9874844924469094,27063,27406,48.4,2471,5262,16790,16155,13140
14234,51067-2021,54938,0.9858304717151636,27273,27665,48.6,2500,5160,17073,16062,13469
14237,51069-2019,89483,0.994450140418134,44617,44866,40.8,5230,10316,32432,24423,15912
14238,51069-2020,91766,1.0018324207587097,45925,45841,40.8,5173,10765,33353,24819,16366
14239,51069-2021,93717,1.0040844257211898,46954,46763,40.9,5150,10903,34331,24930,17066
14242,51071-2019,16693,0.974334713187463,8238,8455,45.3,857,1669,5546,4701,3717
14243,51071-2020,16754,0.984835919914702,8313,8441,45.2,831,1720,5592,4801,3617
14244,51071-2021,16562,0.9848993288590604,8218,8344,45.6,760,1687,5520,4730,3665
14247,51073-2019,37499,0.9636068492433366,18402,19097,44.8,1895,3767,12756,11237,7429
14248,51073-2020,38688,0.9799385875127944,19148,19540,44.6,1927,4011,13138,11477,7714
14249,51073-2021,39069,0.9757762718721552,19295,19774,44.4,1922,4085,13328,11302,7971
14252,51075-2019,23949,0.9656106369008536,11765,12184,48.8,939,2111,7471,7702,5463
14253,51075-2020,24828,0.9851283281362436,12321,12507,48.8,928,2185,7841,7959,5634
14254,51075-2021,25488,0.9753545687049524,12585,12903,48.9,1006,2131,8124,7983,5953
14257,51077-2019,15574,1.063054709233011,8025,7549,48.7,630,1347,4880,4639,3944
14258,51077-2020,15300,1.0793693938570263,7942,7358,49.0,597,1311,4782,4598,3863
14259,51077-2021,15359,1.0907977130411108,8013,7346,49.2,589,1279,4831,4553,3945
14262,51079-2019,19901,0.9551036447588171,9722,10179,41.2,1200,2365,6989,5439,3622
14263,51079-2020,20591,0.9799038461538462,10191,10400,41.0,1201,2447,7330,5542,3753
14264,51079-2021,20968,0.980542174364787,10381,10587,40.6,1277,2457,7602,5486,3836
14267,51081-2019,11289,1.7007177033492824,7109,4180,41.3,398,948,4835,3233,1764
14268,51081-2020,11393,1.7210413183663722,7206,4187,41.2,423,952,4879,3235,1785
14269,51081-2021,11437,1.7466378482228626,7273,4164,41.1,444,893,4975,3220,1794
14272,51083-2019,34035,0.91995261465561,16308,17727,47.1,1793,3404,10670,9268,8512
14273,51083-2020,33901,0.9317909852413244,16352,17549,46.8,1805,3430,10675,9117,8444
14274,51083-2021,33738,0.9273350471293916,16233,17505,46.6,1808,3397,10699,8851,8543
14277,51085-2019,107535,0.960421490164622,52682,54853,42.6,5361,12031,37916,31202,19485
14278,51085-2020,110102,0.9734724238676488,54311,55791,42.5,5345,12432,38986,31690,20063
14279,51085-2021,111603,0.97740923829267,55164,56439,42.5,5303,12456,39922,31543,20835
14282,51087-2019,332513,0.9034461045280212,157823,174690,38.8,20289,37333,131165,86488,52895
14283,51087-2020,334298,0.9126021958154784,159511,174787,38.9,19938,37662,132183,86660,53353
14284,51087-2021,333554,0.9118238770211328,159085,174469,39.2,19275,37031,132275,85570,54923
14287,51089-2019,50724,0.9290359383913293,24429,26295,47.8,2397,5130,15627,14583,12421
14288,51089-2020,50782,0.9432879228532068,24650,26132,47.6,2359,5156,15779,14654,12231
14289,51089-2021,50248,0.9407516125294504,24357,25891,47.8,2201,4979,15748,14371,12310
14292,51091-2019,2176,0.9890310786106032,1082,1094,58.9,91,129,495,672,776
14293,51091-2020,2236,1.003584229390681,1120,1116,59.0,87,145,512,680,801
14294,51091-2021,2226,0.9699115044247788,1096,1130,59.3,80,156,525,646,805
14297,51093-2019,37400,0.9602704544263326,18321,19079,44.2,1969,3997,12586,11018,7370
14298,51093-2020,38658,0.9732530243479148,19067,19591,43.8,2002,4240,13118,11246,7566
14299,51093-2021,39278,0.9675399489054752,19315,19963,43.6,1934,4383,13458,11211,7767
14302,51095-2019,76838,0.9331773467179912,37091,39747,47.2,3596,7643,24401,20229,20050
14303,51095-2020,78412,0.9433924853772182,38064,40348,47.1,3629,7924,24877,20593,20396
14304,51095-2021,79882,0.9414752703852228,38737,41145,47.1,3744,7911,25523,20655,21060
14307,51097-2019,7011,1.047605140186916,3587,3424,48.7,336,611,2191,2178,1623
14308,51097-2020,6590,1.0542394014962593,3382,3208,49.1,311,581,2042,2059,1530
14309,51097-2021,6662,1.049846153846154,3412,3250,49.0,322,571,2093,2047,1560
14312,51099-2019,26981,1.029867589527535,13689,13292,38.1,1601,3494,10499,7301,3675
14313,51099-2020,26806,1.0341478221277889,13628,13178,38.3,1548,3510,10404,7289,3662
14314,51099-2021,27489,1.0296072061429415,13945,13544,38.3,1562,3572,10746,7346,3839
14317,51101-2019,17198,0.9657103668990742,8449,8749,40.1,1018,1997,6328,4773,2836
14318,51101-2020,17905,0.9736552028218696,8833,9072,39.9,1065,2073,6629,4960,2924
14319,51101-2021,18171,0.9671971419291978,8934,9237,39.9,1063,2080,6827,4917,3036
14322,51103-2019,10619,0.9061209836654102,5048,5571,57.7,447,780,2556,2818,3893
14323,51103-2020,10910,0.9200985568461808,5228,5682,57.6,441,849,2651,2889,3968
14324,51103-2021,10928,0.923943661971831,5248,5680,57.9,404,865,2664,2869,4014
14327,51105-2019,23540,1.0887311446317658,12270,11270,45.4,1071,2206,8125,6613,5263
14328,51105-2020,22084,1.103839192150138,11587,10497,45.5,996,2082,7569,6215,4979
14329,51105-2021,21983,1.112531231981549,11577,10406,45.4,979,2099,7555,6076,5027
14332,51107-2019,414872,0.9870300301738588,206082,208790,36.9,28541,60261,169739,109192,40330
14333,51107-2020,422597,1.00230745540262,211542,211055,37.2,27920,61183,172118,112779,41511
14334,51107-2021,427592,1.0046507266760432,214292,213300,37.6,27160,60360,174312,115017,43443
14337,51109-2019,37477,0.9758013496415014,18509,18968,45.2,2005,3823,12430,11186,7615
14338,51109-2020,37757,0.991402953586498,18797,18960,44.9,2002,3852,12631,11156,7680
14339,51109-2021,38848,0.990367865559996,19330,19518,44.7,1985,3920,13164,11286,8012
14342,51111-2019,12251,1.1265405311577852,6490,5761,45.0,650,1156,4178,3348,2771
14343,51111-2020,11930,1.1399103139013451,6355,5575,44.8,617,1179,4050,3214,2720
14344,51111-2021,11926,1.1480547550432276,6374,5552,44.9,576,1191,4078,3187,2751
14347,51113-2019,13213,0.9402349486049928,6403,6810,46.6,696,1339,4199,3838,2981
14348,51113-2020,13837,0.9472276949057136,6731,7106,46.4,695,1416,4435,4000,3110
14349,51113-2021,13942,0.94340674658489,6768,7174,46.4,683,1411,4489,3959,3221
14352,51115-2019,8782,0.939059395009936,4253,4529,54.1,324,698,2312,2622,2751
14353,51115-2020,8524,0.9568411386593204,4168,4356,54.1,306,695,2240,2570,2640
14354,51115-2021,8546,0.965049436652104,4197,4349,54.3,307,712,2237,2504,2700
14357,51117-2019,30723,0.9453555372633444,14930,15793,48.9,1546,2818,9298,8695,8042
14358,51117-2020,30287,0.9506021768532236,14760,15527,48.9,1526,2798,9184,8527,7907
14359,51117-2021,30248,0.9536265581605632,14765,15483,49.1,1500,2756,9225,8395,8037
14362,51119-2019,10561,0.9684995340167754,5196,5365,55.2,439,822,2706,3062,3432
14363,51119-2020,10623,0.9885810557843504,5281,5342,55.3,439,841,2754,3064,3429
14364,51119-2021,10781,0.9902159867085104,5364,5417,55.4,469,825,2815,3046,3516
14367,51121-2019,98872,1.0684518828451883,51072,47800,30.2,4049,7734,53061,20085,13123
14368,51121-2020,99508,1.0728242303045452,51502,48006,30.5,3968,7986,52862,20404,13419
14369,51121-2021,98473,1.0688039664698838,50874,47599,31.0,3848,7778,51995,20161,13746
14372,51125-2019,14867,0.9347995835502344,7183,7684,50.7,679,1294,4384,4200,4160
14373,51125-2020,14732,0.9668891855807744,7242,7490,50.9,691,1253,4302,4197,4136
14374,51125-2021,14790,0.9662323850039884,7268,7522,51.2,680,1232,4301,4154,4259
14377,51127-2019,22984,1.0363249756356872,11697,11287,43.1,1137,2358,8277,6868,4068
14378,51127-2020,23086,1.0577591585702826,11867,11219,43.0,1116,2342,8356,6841,4137
14379,51127-2021,23897,1.0622195374525372,12309,11588,42.7,1158,2343,8815,6978,4308
14382,51131-2019,11800,0.9259017463685328,5673,6127,50.1,591,1192,3382,3231,3266
14383,51131-2020,12232,0.910354521318132,5829,6403,50.8,596,1225,3459,3398,3416
14384,51131-2021,12085,0.9085596967782692,5753,6332,51.6,551,1166,3429,3325,3481
14387,51133-2019,12069,0.9598895745371874,5911,6158,58.5,426,900,2805,3307,4536
14388,51133-2020,11839,0.968246051537822,5824,6015,58.3,431,885,2782,3243,4394
14389,51133-2021,12029,0.9729375102509432,5932,6097,58.2,457,883,2890,3301,4396
14392,51135-2019,15206,1.1838288094212266,8243,6963,41.5,763,1491,5806,4072,2913
14393,51135-2020,15614,1.2106753504176695,8551,7063,41.5,773,1518,6007,4187,2945
14394,51135-2021,15594,1.2277142857142858,8594,7000,41.8,772,1482,6008,4179,2970
14397,51137-2019,36941,0.9514527205493924,18011,18930,43.8,2023,3881,12685,10318,7620
14398,51137-2020,36396,0.9614140978659194,17840,18556,43.3,2013,3927,12515,10138,7384
14399,51137-2021,37188,0.9619097863360592,18233,18955,42.8,2085,3975,12970,10146,7557
14402,51139-2019,23937,0.9719087239476067,11798,12139,45.7,1292,2303,7911,6917,5236
14403,51139-2020,23693,0.9803577398863256,11729,11964,45.4,1299,2326,7819,6834,5123
14404,51139-2021,23807,0.9870628495117268,11826,11981,45.3,1264,2344,7932,6798,5195
14407,51141-2019,17592,0.9862255842836176,8735,8857,50.4,720,1574,4983,5397,4726
14408,51141-2020,17560,1.0096131837949187,8822,8738,50.7,708,1557,4926,5437,4722
14409,51141-2021,17602,1.0061545475267837,8828,8774,50.9,649,1593,4990,5404,4764
14412,51143-2019,60470,0.9724695828032748,29813,30657,47.8,2559,5660,19149,18173,14202
14413,51143-2020,60312,0.9867575847415752,29955,30357,47.9,2505,5643,19139,18092,14178
14414,51143-2021,59972,0.9882637668666908,29809,30163,48.1,2523,5476,19152,17628,14449
14417,51145-2019,29734,1.0694599109131404,15366,14368,46.0,1342,2733,10068,9582,5684
14418,51145-2020,30433,1.091615120274914,15883,14550,45.8,1338,2866,10339,9770,5775
14419,51145-2021,31136,1.089383975305328,16234,14902,45.8,1373,2889,10633,9865,6021
14422,51147-2019,22827,1.0060638017400474,11448,11379,32.2,1059,1684,11115,4889,3864
14423,51147-2020,21853,1.017820867959372,11023,10830,32.0,1009,1700,10658,4659,3634
14424,51147-2021,21932,1.0206375529758611,11078,10854,32.4,1002,1740,10710,4621,3686
14427,51149-2019,38528,1.1623077786508025,20710,17818,37.2,2385,4426,16358,9310,5577
14428,51149-2020,43023,1.1734276332407174,23228,19795,37.2,2502,5120,18360,10274,6226
14429,51149-2021,42880,1.1703699954446525,23123,19757,37.6,2249,5137,18301,10172,6424
14432,51153-2019,471774,0.9995168345031024,235830,235944,35.7,33545,64356,197248,120753,48634
14433,51153-2020,482738,1.0122467694872863,242838,239900,35.9,33415,66164,200756,124262,50293
14434,51153-2021,484472,1.0118099446045496,243658,240814,36.1,32720,65601,201325,124494,52455
14437,51155-2019,34009,1.0089196054108336,17080,16929,47.1,1606,2976,11115,10037,7935
14438,51155-2020,33760,1.016846884521178,17021,16739,47.2,1568,3022,11036,10066,7732
14439,51155-2021,33759,1.022829408592486,17070,16689,47.1,1549,3029,11111,9901,7813
14442,51157-2019,7372,0.9790604026845636,3647,3725,51.6,314,615,2141,2219,2021
14443,51157-2020,7312,1.0016424856282506,3659,3653,51.7,316,623,2103,2188,2015
14444,51157-2021,7407,0.9981116806042624,3700,3707,52.0,287,634,2124,2198,2084
14447,51159-2019,9066,1.288815955566776,5105,3961,43.7,378,764,3454,2386,1977
14448,51159-2020,8920,1.316281485328486,5069,3851,43.2,377,782,3422,2346,1896
14449,51159-2021,9017,1.3323848939472325,5151,3866,42.8,382,769,3525,2354,1895
14452,51161-2019,94423,0.927235988080173,45429,48994,44.3,4437,9695,32759,25787,20615
14453,51161-2020,96845,0.942767156813577,46996,49849,44.1,4438,10049,33761,26369,20995
14454,51161-2021,96589,0.9379815409309792,46749,49840,44.2,4213,9848,33878,26035,21361
14457,51163-2019,22774,0.9745101439223166,11240,11534,49.1,1080,2009,6992,6409,6036
14458,51163-2020,22610,0.9826376709926342,11206,11404,49.2,1004,2010,6977,6380,5972
14459,51163-2021,22641,0.9843120070113937,11231,11410,49.5,878,2013,7071,6283,6131
14462,51165-2019,82140,0.9646957520091848,40332,41808,41.1,4717,9167,29731,21589,15914
14463,51165-2020,83758,0.9788314787251636,41431,42327,41.1,4777,9409,30301,21887,16260
14464,51165-2021,84394,0.98015016424214,41774,42620,41.2,4751,9431,30692,21661,16704
14467,51167-2019,26739,0.9553199268738574,13064,13675,46.7,1294,2555,8624,7897,6071
14468,51167-2020,25726,0.976035025731623,12707,13019,46.6,1239,2484,8296,7632,5767
14469,51167-2021,25550,0.9775541795665634,12630,12920,46.6,1246,2454,8294,7389,5877
14472,51169-2019,21578,1.0085637159080332,10835,10743,48.1,859,2022,6836,6244,5395
14473,51169-2020,21547,1.0275712807001036,10920,10627,47.9,846,2038,6892,6168,5354
14474,51169-2021,21419,1.0292752250118429,10864,10555,47.9,815,2025,6921,6065,5345
14477,51171-2019,43557,0.9638847558501284,21378,22179,44.5,2409,4628,14484,11970,9568
14478,51171-2020,44255,0.976110739004242,21860,22395,44.1,2466,4708,14825,12064,9641
14479,51171-2021,44752,0.9798265793664838,22148,22604,43.9,2472,4764,15096,12003,9836
14482,51173-2019,30182,0.956313196785066,14754,15428,45.9,1393,2923,10075,8608,6837
14483,51173-2020,29730,0.9673107464266808,14618,15112,45.7,1344,2916,9952,8445,6686
14484,51173-2021,29477,0.966969171226478,14491,14986,45.7,1317,2844,9974,8283,6684
14487,51175-2019,17797,1.075693958479123,9223,8574,47.3,837,1693,5643,5720,3685
14488,51175-2020,17949,1.0966008643850018,9388,8561,47.4,839,1723,5682,5758,3749
14489,51175-2021,18006,1.0956703910614525,9414,8592,47.4,767,1748,5776,5652,3859
14492,51177-2019,136447,0.9672573133984054,67088,69359,38.4,8419,16964,52255,36848,19914
14493,51177-2020,140475,0.9779082537805188,69453,71022,38.4,8428,17765,54012,37641,20515
14494,51177-2021,143676,0.98132800110322,71161,72515,38.4,8399,17934,55746,37860,21514
14497,51179-2019,153775,1.025220597919136,77845,75930,35.7,9718,20349,64627,40234,16432
